iter	Passed	Remaining
209	1127	4241
210	1130	4226
211	1133	4211
212	1135	4196
213	1138	4183
214	1141	4168
215	1145	4156
216	1147	4142
217	1150	4127
218	1153	4113
219	1156	4099
220	1159	4086
221	1162	4073
222	1165	4059
223	1168	4047
224	1171	4034
225	1174	4021
226	1177	4009
227	1180	3997
228	1184	3987
229	1187	3974
230	1190	3963
231	1193	3950
232	1196	3938
233	1201	3933
234	1204	3922
235	1208	3911
236	1211	3899
237	1214	3888
238	1218	3879
239	1221	3866
240	1224	3854
241	1227	3845
242	1232	3838
243	1235	3827
244	1237	3815
245	1240	3802
246	1243	3791
247	1247	3782
248	1250	3771
249	1253	3759
250	1255	3747
251	1258	3736
252	1263	3729
253	1265	3718
254	1268	3706
255	1271	3694
256	1274	3683
257	1277	3674
258	1280	3663
259	1283	3652
260	1286	3641
261	1289	3631
262	1293	3623
263	1295	3612
264	1298	3602
265	1301	3592
266	1305	3583
267	1309	3575
268	1312	3567
269	1316	3559
270	1319	3550
271	1324	3544
272	1327	3535
273	1330	3525
274	1334	3516
275	1337	3508
276	1340	3499
277	1343	3489
278	1346	3479
279	1350	3472
280	1354	3464
281	1356	3454
282	1360	3445
283	1363	3436
284	1365	3426
285	1369	3418
286	1372	3408
287	1374	3398
288	1377	3389
289	1380	3379
290	1383	3370
291	1386	3362
292	1389	3353
293	1392	3343
294	1395	3334
295	1398	3325
296	1402	3319
297	1405	3310
298	1408	3302
299	1411	3292
300	1415	3287
301	1418	3278
302	1421	3269
303	1424	3260
304	1427	3252
305	1431	3246
306	1435	3239
307	1437	3230
308	1441	3222
309	1443	3213
310	1447	3206
311	1450	3198
312	1453	3190
313	1456	3182
314	1459	3174
315	1466	3173
316	1469	3165
317	1473	3159
318	1479	3157
319	1482	3149
320	1486	3143
321	1492	3141
322	1496	3137
323	1500	3130
324	1505	3127
325	1510	3122
326	1514	3116
327	1517	3108
328	1521	3102
329	1524	3095
330	1528	3089
331	1532	3082
332	1536	3077
333	1539	3070
334	1543	3064
335	1547	3057
336	1549	3049
337	1553	3043
338	1558	3037
339	1562	3033
340	1567	3028
341	1570	3022
342	1574	3016
343	1578	3010
344	1584	3008
345	1589	3003
346	1592	2996
347	1595	2989
348	1617	3017
349	1621	3012
350	1632	3019
351	1637	3014
352	1641	3009
353	1649	3009
354	1654	3006
355	1661	3005
356	1666	3000
357	1670	2995
358	1674	2990
359	1680	2986
360	1685	2983
361	1697	2992
362	1703	2988
363	1710	2988
364	1715	2985
365	1722	2983
366	1726	2978
367	1740	2988
368	1745	2985
369	1749	2979
370	1755	2976
371	1760	2971
372	1764	2965
373	1769	2961
374	1780	2967
375	1786	2965
376	1791	2960
377	1795	2955
378	1801	2952
379	1821	2972
380	1825	2966
381	1832	2964
382	1838	2961
383	1842	2955
384	1848	2953
385	1853	2947
386	1858	2944
387	1864	2941
388	1869	2936
389	1873	2931
390	1880	2928
391	1886	2925
392	1906	2944
393	1913	2943
394	1919	2939
395	1924	2935
396	1929	2930
397	1935	2927
398	1940	2922
399	2018	3028
400	2036	3041
401	2063	3069
402	2080	3081
403	2197	3242
404	2224	3267
405	2229	3261
406	2237	3259
407	2242	3254
408	2246	3246
409	2252	3241
410	2256	3234
411	2260	3226
412	2268	3223
413	2273	3217
414	2277	3210
415	2282	3203
416	2284	3194
417	2288	3185
418	2290	3176
419	2294	3168
420	2296	3158
421	2299	3150
422	2303	3142
423	2307	3134
424	2310	3126
425	2314	3118
426	2317	3109
427	2320	3101
428	2323	3093
429	2326	3084
430	2330	3076
431	2333	3068
432	2337	3060
433	2340	3052
434	2342	3043
435	2345	3034
436	2349	3026
437	2352	3018
438	2354	3009
439	2357	3000
440	2360	2991
441	2363	2983
442	2365	2974
443	2368	2965
444	2371	2957
445	2374	2948
446	2376	2940
447	2379	2932
448	2382	2924
449	2385	2915
450	2388	2907
451	2391	2899
452	2394	2891
453	2397	2883
454	2400	2875
455	2403	2867
456	2406	2858
457	2408	2850
458	2411	2842
459	2414	2834
460	2417	2826
461	2420	2818
462	2423	2810
463	2426	2803
464	2429	2795
465	2432	2787
466	2435	2779
467	2440	2774
468	2444	2767
469	2447	2759
470	2449	2751
471	2452	2743
472	2455	2736
473	2458	2728
474	2461	2720
475	2464	2712
476	2467	2705
477	2470	2698
478	2473	2690
479	2477	2684
480	2487	2684
481	2491	2678
482	2513	2689
483	2517	2683
484	2521	2677
485	2525	2671
486	2529	2664
487	2534	2658
488	2539	2653
489	2549	2653
490	2679	2777
491	2683	2770
492	2688	2765
493	2695	2760
494	2698	2753
495	2703	2746
496	2708	2740
497	2713	2735
498	2718	2729
499	2723	2723
500	2727	2716
501	2737	2715
502	2741	2708
503	2744	2701
504	2749	2694
505	2752	2687
506	2755	2679
507	2759	2672
508	2762	2664
509	2765	2657
510	2769	2650
511	2772	2642
512	2775	2634
513	2779	2627
514	2782	2619
515	2785	2612
516	2788	2605
517	2791	2597
518	2794	2589
519	2796	2581
520	2799	2573
521	2802	2566
522	2805	2558
523	2808	2551
524	2811	2543
525	2814	2535
526	2817	2528
527	2819	2520
528	2823	2514
529	2826	2506
530	2829	2499
531	2832	2491
532	2834	2483
533	2837	2476
534	2841	2469
535	2843	2461
536	2846	2453
537	2848	2446
538	2851	2438
539	2855	2432
540	2857	2424
541	2860	2417
542	2863	2409
543	2866	2402
544	2870	2396
545	2872	2388
546	2875	2381
547	2878	2374
548	2881	2367
549	2884	2360
550	2887	2352
551	2890	2345
552	2892	2338
553	2895	2331
554	2897	2323
555	2900	2316
556	2903	2309
557	2906	2302
558	2908	2294
559	2911	2287
560	2915	2281
561	2917	2274
562	2920	2267
563	2923	2260
564	2926	2253
565	2929	2246
566	2932	2239
567	2935	2232
568	2937	2225
569	2940	2218
570	2943	2211
571	2946	2204
572	2950	2198
573	2952	2191
574	2955	2184
575	2957	2177
576	2960	2170
577	2963	2163
578	2965	2156
579	2968	2149
580	2971	2143
581	2975	2137
582	2978	2130
583	2981	2123
584	2984	2117
585	2986	2110
586	2989	2103
587	2993	2097
588	2996	2090
589	2999	2084
590	3001	2077
591	3004	2070
592	3007	2064
593	3010	2057
594	3013	2050
595	3016	2044
596	3018	2037
597	3021	2031
598	3024	2024
599	3027	2018
600	3030	2011
601	3032	2005
602	3035	1998
603	3039	1992
604	3042	1986
605	3045	1980
606	3048	1973
607	3051	1967
608	3054	1961
609	3058	1955
610	3061	1949
611	3065	1943
612	3068	1937
613	3072	1931
614	3074	1924
615	3078	1918
616	3081	1912
617	3084	1906
618	3087	1900
619	3090	1894
620	3093	1887
621	3096	1881
622	3099	1875
623	3102	1869
624	3105	1863
625	3108	1856
626	3110	1850
627	3114	1844
628	3117	1838
629	3119	1832
630	3123	1826
631	3125	1820
632	3128	1813
633	3131	1807
634	3134	1801
635	3137	1795
636	3140	1789
637	3143	1783
638	3146	1777
639	3149	1771
640	3152	1765
641	3154	1759
642	3157	1752
643	3160	1747
644	3163	1740
645	3165	1734
646	3168	1728
647	3172	1723
648	3175	1717
649	3178	1711
650	3180	1705
651	3183	1699
652	3186	1693
653	3189	1687
654	3192	1681
655	3195	1675
656	3197	1669
657	3200	1663
658	3203	1657
659	3206	1652
660	3209	1646
661	3212	1640
662	3215	1634
663	3218	1628
664	3220	1622
665	3224	1616
666	3227	1611
667	3230	1605
668	3233	1599
669	3235	1593
670	3238	1587
671	3240	1581
672	3243	1576
673	3246	1570
674	3249	1564
675	3252	1559
676	3256	1553
677	3260	1548
678	3263	1542
679	3267	1537
680	3271	1532
681	3276	1527
682	3279	1522
683	3282	1516
684	3286	1511
685	3289	1505
686	3293	1500
687	3296	1495
688	3300	1489
689	3303	1484
690	3306	1478
691	3308	1472
692	3311	1466
693	3315	1462
694	3321	1457
695	3324	1452
696	3329	1447
697	3333	1442
698	3336	1436
699	3342	1432
700	3345	1426
701	3348	1421
702	3351	1416
703	3354	1410
704	3358	1405
705	3361	1399
706	3364	1394
707	3367	1389
708	3371	1383
709	3375	1378
710	3378	1373
711	3381	1367
712	3385	1362
713	3389	1357
714	3393	1352
715	3399	1348
716	3405	1344
717	3410	1339
718	3414	1334
719	3417	1328
720	3423	1324
721	3426	1319
722	3429	1313
723	3433	1308
724	3437	1303
725	3439	1298
726	3446	1294
727	3452	1290
728	3463	1287
729	3469	1283
730	3473	1278
731	3476	1272
732	3485	1269
733	3489	1264
734	3492	1259
735	3496	1254
736	3499	1248
737	3503	1243
738	3506	1238
739	3509	1232
740	3512	1227
741	3515	1222
742	3518	1217
743	3521	1211
744	3524	1206
745	3527	1200
746	3529	1195
747	3532	1190
748	3535	1184
749	3538	1179
750	3541	1174
751	3543	1168
752	3546	1163
753	3549	1158
754	3552	1152
755	3555	1147
756	3558	1142
757	3560	1136
758	3563	1131
759	3566	1126
760	3568	1120
761	3571	1115
762	3574	1110
763	3577	1105
764	3579	1099
765	3582	1094
766	3585	1089
767	3588	1083
768	3591	1078
769	3593	1073
770	3597	1068
771	3600	1063
772	3606	1058
773	3608	1053
774	3612	1048
775	3615	1043
776	3625	1040
777	3629	1035
778	3632	1030
779	3636	1025
780	3640	1020
781	3643	1015
782	3647	1010
783	3652	1006
784	3656	1001
785	3659	996
786	3662	991
787	3666	986
788	3669	981
789	3672	976
790	3675	971
791	3678	966
792	3683	961
793	3686	956
794	3689	951
795	3692	946
796	3696	941
797	3699	936
798	3703	931
799	3706	926
800	3709	921
801	3712	916
802	3717	912
803	3720	907
804	3725	902
805	3730	897
806	3734	893
807	3738	888
808	3745	884
809	3749	879
810	3754	874
811	3765	871
812	3770	867
813	3775	862
814	3780	858
815	3784	853
816	3790	849
817	3794	844
818	3800	839
819	3806	835
820	3811	831
821	3816	826
822	3820	821
823	3824	816
824	3829	812
825	3833	807
826	3839	803
827	3843	798
828	3847	793
829	3852	789
830	3858	784
831	3862	779
832	3869	775
833	3874	771
834	3879	766
835	3883	761
836	3886	756
837	3891	752
838	3894	747
839	3896	742
840	3900	737
841	3902	732
842	3905	727
843	3908	722
844	3943	723
845	3948	718
846	3951	713
847	3954	708
848	3957	703
849	3962	699
850	3966	694
851	3969	689
852	3972	684
853	3975	679
854	3977	674
855	3980	669
856	3984	664
857	3989	660
858	3992	655
859	3996	650
860	3999	645
861	4003	640
862	4011	636
863	4016	632
864	4021	627
865	4025	622
866	4029	618
867	4033	613
868	4037	608
869	4043	604
870	4047	599
871	4050	594
872	4055	589
873	4060	585
874	4065	580
875	4069	576
876	4076	571
877	4083	567
878	4087	562
879	4091	557
880	4095	553
881	4101	548
882	4105	544
883	4110	539
884	4117	535
885	4121	530
886	4125	525
887	4128	520
888	4132	515
889	4135	511
890	4138	506
891	4141	501
892	4145	496
893	4149	491
894	4153	487
895	4156	482
896	4160	477
897	4163	472
898	4167	468
899	4170	463
900	4173	458
901	4177	453
902	4180	449
903	4182	444
904	4185	439
905	4188	434
906	4192	429
907	4195	425
908	4199	420
909	4202	415
910	4206	410
911	4209	406
912	4212	401
913	4216	396
914	4219	392
915	4223	387
916	4226	382
917	4229	377
918	4232	373
919	4235	368
920	4237	363
921	4241	358
922	4244	354
923	4247	349
924	4252	344
925	4256	340
926	4260	335
927	4264	330
928	4269	326
929	4273	321
930	4281	317
931	4285	312
932	4288	307
933	4292	303
934	4295	298
935	4299	294
936	4302	289
937	4305	284
938	4310	279
939	4313	275
940	4317	270
941	4321	266
942	4325	261
943	4329	256
944	4333	252
945	4336	247
946	4339	242
947	4343	238
948	4346	233
949	4349	228
950	4354	224
951	4359	219
952	4362	215
953	4365	210
954	4369	205
955	4374	201
956	4377	196
957	4380	192
958	4383	187
959	4386	182
960	4391	178
961	4393	173
962	4396	168
963	4400	164
964	4404	159
965	4408	155
966	4411	150
967	4414	145
968	4417	141
969	4421	136
970	4424	132
971	4428	127
972	4432	123
973	4436	118
974	4439	113
975	4443	109
976	4446	104
977	4450	100
978	4454	95
979	4458	90
980	4461	86
981	4465	81
982	4469	77
983	4473	72
984	4476	68
985	4479	63
986	4483	59
987	4487	54
988	4490	49
989	4493	45
990	4500	40
991	4504	36
992	4509	31
993	4514	27
994	4518	22
995	4520	18
996	4523	13
997	4526	9
998	4529	4
999	4532	0
